round;minSpace;maxSpace
4;31;38
8;34;40
12;34;40
16;35;40
20;32;39
24;34;40
28;35;40
32;35;41
36;32;39
40;34;40
44;35;40
48;35;41
52;33;38
56;34;40
60;34;40
64;36;40
68;30;37
72;33;39
76;33;39
80;34;39
84;31;38
88;33;39
92;34;39
96;34;40
100;31;38
104;33;39
108;34;39
112;34;40
116;32;37
120;33;39
124;33;39
128;35;39
132;28;35
136;31;37
140;31;37
144;32;37
148;29;36
152;31;37
156;32;37
160;32;38
164;29;36
168;31;37
172;32;37
176;32;38
180;30;35
184;31;37
188;31;37
192;32;37
196;26;31
200;27;31
204;27;31
208;28;31
212;25;30
216;26;30
220;26;30
224;27;30
228;23;28
232;24;28
236;24;28
240;25;28
244;21;23
248;20;22
252;18;20
256;13;15
